Customer_ID,Age,Gender,Annual_Income,Spending_Score,Purchase_Frequency,Average_Order_Value,Preferred_Category,Region,Channel,Estimated_Annual_Spend,Cluster,Segment
CUST263,35,Female,91721.0,67.8,19.0,233.68,Fashion,West,Online,4439.92,1,High-Value Customers
CUST264,24,Male,53178.0,42.6,8.0,182.07,Fashion,West,Store,1456.56,3,Budget Customers
CUST265,54,Male,126727.0,58.4,3.0,289.33,Fashion,South,Mobile App,867.99,0,Premium Occasional
CUST266,33,Female,38230.0,28.9,7.0,68.36,Beauty,South,Online,478.52,3,Budget Customers
CUST267,19,Female,33450.0,34.3,4.0,68.41,Sports,East,Online,273.64,3,Budget Customers
CUST268,22,Female,34173.0,32.8,10.0,109.13,Fashion,North,Mobile App,1091.3,3,Budget Customers
CUST269,41,Female,47666.0,65.4,15.0,111.32,Sports,West,Online,1669.8,2,Regular Customers
CUST270,27,Female,62963.0,61.1,12.0,105.21,Home & Kitchen,South,Online,1262.52,2,Regular Customers
CUST271,33,Male,112714.0,67.7,6.0,366.22,Home & Kitchen,West,Online,2197.32,0,Premium Occasional
CUST272,43,Female,104647.0,60.3,6.0,291.52,Fashion,South,Online,1749.12,0,Premium Occasional
CUST273,59,Male,125722.0,49.1,7.0,284.85,Sports,West,Online,1993.95,0,Premium Occasional
CUST274,48,Male,93244.0,55.1,4.0,268.41,Fashion,West,Store,1073.64,0,Premium Occasional
CUST275,30,Male,60155.0,62.5,12.0,147.28,Home & Kitchen,West,Store,1767.36,2,Regular Customers
CUST276,40,Female,51130.0,58.3,13.0,138.72,Home & Kitchen,South,Online,1803.36,2,Regular Customers
CUST277,33,Female,43051.0,33.2,10.0,60.91,Fashion,South,Store,609.1,3,Budget Customers
CUST278,36,Male,34153.0,41.9,6.0,84.18,Home & Kitchen,North,Store,505.08,3,Budget Customers
CUST279,27,Male,48105.0,24.9,9.0,79.98,Electronics,East,Mobile App,719.82,3,Budget Customers
CUST280,28,Male,41994.0,42.7,6.0,73.98,Fashion,South,Store,443.88,3,Budget Customers
CUST281,35,Female,85163.0,66.8,7.0,337.44,Fashion,South,Store,2362.08,0,Premium Occasional
CUST282,32,Male,55932.0,50.3,11.0,234.56,Beauty,East,Mobile App,2580.16,2,Regular Customers
CUST283,38,Male,63462.0,76.5,8.0,159.21,Beauty,North,Online,1273.68,2,Regular Customers
CUST284,31,Male,101710.0,89.3,14.0,282.47,Electronics,North,Mobile App,3954.58,1,High-Value Customers
CUST285,25,Male,29190.0,33.3,6.0,128.68,Electronics,South,Online,772.08,3,Budget Customers
CUST286,41,Female,102257.0,98.7,13.0,195.4,Beauty,East,Online,2540.2,1,High-Value Customers
CUST287,18,Female,58030.0,61.0,13.0,114.58,Electronics,South,Online,1489.54,2,Regular Customers
CUST288,35,Male,49038.0,63.9,13.0,137.96,Home & Kitchen,South,Online,1793.48,2,Regular Customers
CUST289,55,Female,47992.0,71.2,13.0,153.42,Beauty,West,Store,1994.46,2,Regular Customers
CUST290,45,Female,45675.0,30.0,4.0,81.35,Sports,South,Online,325.4,3,Budget Customers
CUST291,46,Female,84512.0,81.7,18.0,318.18,Electronics,East,Online,5727.24,1,High-Value Customers
CUST292,22,Male,104401.0,78.1,12.0,307.89,Fashion,South,Online,3694.68,1,High-Value Customers
CUST293,41,Male,71917.0,71.0,9.0,342.58,Electronics,West,Mobile App,3083.22,0,Premium Occasional
CUST294,25,Female,51392.0,58.7,12.0,188.67,Beauty,West,Store,2264.04,2,Regular Customers
CUST295,40,Female,79667.0,93.2,20.0,260.06,Beauty,West,Mobile App,5201.2,1,High-Value Customers
CUST296,31,Female,73300.0,67.6,11.0,173.24,Electronics,South,Store,1905.64,2,Regular Customers
CUST297,24,Female,33435.0,26.3,5.0,78.33,Home & Kitchen,North,Online,391.65,3,Budget Customers
CUST298,28,Female,79107.0,94.2,20.0,326.38,Fashion,East,Online,6527.6,1,High-Value Customers
CUST299,32,Male,41873.0,25.6,5.0,95.75,Home & Kitchen,South,Store,478.75,3,Budget Customers
CUST300,31,Male,96628.0,87.0,16.0,306.19,Beauty,South,Online,4899.04,1,High-Value Customers
